iter	Logloss
242	0.2974312611
243	0.2965225688
244	0.2955212283
245	0.2949552624
246	0.2945177119
247	0.293787259
248	0.2931485962
249	0.2927298955
250	0.2919825709
251	0.2914048093
252	0.2909523135
253	0.2903037541
254	0.2893591152
255	0.2888334569
256	0.2884016033
257	0.2876734207
258	0.2871999995
259	0.2862776888
260	0.2858561336
261	0.2853492369
262	0.2845454633
263	0.2836149297
264	0.283034411
265	0.2825976335
266	0.2822508627
267	0.2818165898
268	0.2815130574
269	0.2807080361
270	0.2799360734
271	0.2795324763
272	0.2788806454
273	0.2780645498
274	0.2777362788
275	0.2772550366
276	0.2768674956
277	0.2757492918
278	0.2751982864
279	0.2744341144
280	0.2736313237
281	0.2732229609
282	0.2728550275
283	0.2721143067
284	0.2714425944
285	0.2707413535
286	0.2703408392
287	0.2695528174
288	0.2692084052
289	0.2685404117
290	0.2678491252
291	0.2675068554
292	0.2668077022
293	0.2660860108
294	0.2657236161
295	0.2653864802
296	0.2649229435
297	0.2641406613
298	0.2633990853
299	0.2630785108
300	0.2627181216
301	0.2619779912
302	0.2613231688
303	0.260383542
304	0.2597146082
305	0.2590054397
306	0.2586738516
307	0.2583280608
308	0.2580083201
309	0.2577017657
310	0.2572960962
311	0.2565350983
312	0.2558770471
313	0.255468596
314	0.254994411
315	0.2544082228
316	0.2537586074
317	0.2530894179
318	0.252400146
319	0.2520686919
320	0.2516628915
321	0.2508205175
322	0.2504236946
323	0.2501275907
324	0.249823121
325	0.2494552271
326	0.2492022368
327	0.2489010324
328	0.2485272164
329	0.2482233645
330	0.247926655
331	0.2475667375
332	0.247270804
333	0.2469689727
334	0.246666332
335	0.2464319479
336	0.246025055
337	0.2457413675
338	0.2451759524
339	0.2446236171
340	0.2443441871
341	0.2440529646
342	0.243511378
343	0.2429858536
344	0.2426398193
345	0.2421377066
346	0.2416098784
347	0.2412585824
348	0.2406939068
349	0.2403964334
350	0.2398863291
351	0.2393012425
352	0.2388520851
353	0.2385848403
354	0.2381032967
355	0.2376055388
356	0.2372740908
357	0.2369241855
358	0.2365915628
359	0.2361382605
360	0.2358650113
361	0.2353405977
362	0.2350306806
363	0.2347265791
364	0.2344301739
365	0.2341012396
366	0.2336024987
367	0.2332829649
368	0.2330351055
369	0.2325500592
370	0.2322128412
371	0.2320037282
372	0.2316128183
373	0.2312602563
374	0.230756695
375	0.230221557
376	0.2297055427
377	0.2294395334
378	0.2292067288
379	0.228932868
380	0.2286674521
381	0.2284330863
382	0.2281216597
383	0.227558664
384	0.2273597763
385	0.2271314331
386	0.2267833812
387	0.2265522321
388	0.2263585392
389	0.2257442315
390	0.2254744607
391	0.2252565467
392	0.2250323484
393	0.2247822339
394	0.2245158746
395	0.2242151693
396	0.2238674369
397	0.2236018323
398	0.2231040653
399	0.2226540528
400	0.2224460536
401	0.2222376589
402	0.2218875436
403	0.2216845445
404	0.2214223027
405	0.2209921442
406	0.220675742
407	0.2201523539
408	0.2197226824
409	0.2195102005
410	0.2192765226
411	0.2190321172
412	0.218622391
413	0.2182566609
414	0.2179099175
415	0.2173384159
416	0.2169195418
417	0.2167487462
418	0.2163261715
419	0.2159309433
420	0.2157003268
421	0.2154579695
422	0.2150175158
423	0.2147026138
424	0.2144427914
425	0.2142579574
426	0.2140394134
427	0.2137850627
428	0.2133749074
429	0.2132025202
430	0.2129566541
431	0.2126329328
432	0.2124407098
433	0.2122804895
434	0.2119081556
435	0.2115650915
436	0.2112996269
437	0.2110821237
438	0.210875628
439	0.2106629514
440	0.2104948612
441	0.2101522414
442	0.2099614792
443	0.2097351172
444	0.2094799813
445	0.2090807056
446	0.2088234273
447	0.2085837238
448	0.208459578
449	0.2081377739
450	0.2077648587
451	0.207529793
452	0.2071590568
453	0.206763748
454	0.20653869
455	0.2063622172
456	0.2062287804
457	0.205996583
458	0.2056755611
459	0.2053238892
460	0.2051258688
461	0.2048306885
462	0.2046461588
463	0.2044581766
464	0.2040696922
465	0.2037074618
466	0.2033393656
467	0.2030149611
468	0.2025931563
469	0.20235829
470	0.2020279603
471	0.2018113093
472	0.2015968128
473	0.2013517409
474	0.2010660267
475	0.200796583
476	0.2006683608
477	0.200498393
478	0.2001550687
479	0.1998318953
480	0.1995430662
481	0.1993631105
482	0.1992282905
483	0.1990471038
484	0.1988995662
485	0.1987092467
486	0.1984960924
487	0.1981239775
488	0.1979910703
489	0.1977115748
490	0.1975723696
491	0.1973495392
492	0.1972385341
493	0.1969180524
494	0.1967293352
495	0.1966045077
496	0.1964430016
497	0.19621681
498	0.1961299286
499	0.1959395209
500	0.1956850561
501	0.1954530032
502	0.1953278318
503	0.1950738402
504	0.1948237912
505	0.194692932
506	0.1945791454
507	0.1944289206
508	0.1941106147
509	0.1939329262
510	0.1937476342
511	0.1936428982
512	0.1933176887
513	0.1931739856
514	0.1929889431
515	0.1928132555
516	0.1926666871
517	0.1925132167
518	0.1922812125
519	0.1921057851
520	0.1919995001
521	0.1918629211
522	0.1917354552
523	0.1916103173
524	0.1914509521
525	0.1912148091
526	0.1911310258
527	0.1909710048
528	0.1906354423
529	0.1904967437
530	0.1902040558
531	0.190037959
532	0.1899236946
533	0.1896865641
534	0.1895832675
535	0.189370174
536	0.189249534
537	0.189132943
538	0.1889446412
539	0.1888643424
540	0.1887011427
541	0.1885619055
542	0.188468361
543	0.1881556091
544	0.187996994
545	0.1879134115
546	0.1877990908
547	0.1877236612
548	0.1875716287
549	0.1874629182
550	0.1871932326
551	0.1871108202
552	0.1869843585
553	0.1868562809
554	0.1867247887
555	0.186591221
556	0.1864999787
557	0.1863303441
558	0.1862333714
559	0.1859059922
560	0.1857787696
561	0.1857087676
562	0.1855530573
563	0.1854298473
564	0.185304119
565	0.1851607522
566	0.1849163711
567	0.1848403648
568	0.1847149393
569	0.1844857455
570	0.1843699458
571	0.1841024879
572	0.1840011298
573	0.1838698248
574	0.1837179384
575	0.1835902077
576	0.1834011268
577	0.1833140796
578	0.1831164822
579	0.1829835004
580	0.1829010424
581	0.182771402
582	0.1825797359
583	0.1825164838
584	0.1823992294
585	0.1822452248
586	0.182177487
587	0.1820830584
588	0.1819455223
589	0.1817745289
590	0.1816682378
591	0.1815938763
592	0.1815202969
593	0.1814281599
594	0.1812976172
595	0.1812014799
596	0.1811014593
597	0.1808391582
598	0.1806149051
599	0.1805398452
600	0.1804364117
601	0.1802586075
602	0.1801646613
603	0.1799081468
604	0.1797790421
605	0.1796753392
606	0.1794150679
607	0.1793332535
608	0.1792379987
609	0.1791201768
610	0.1790441415
611	0.1788123062
612	0.1787127969
613	0.1786455886
614	0.1785734471
615	0.1784986139
616	0.1783474837
617	0.1782128753
618	0.1780707622
619	0.1779977108
620	0.1779242775
621	0.1777683101
622	0.1776725212
623	0.1775216208
624	0.1774447578
625	0.1773853477
626	0.1772491842
627	0.1770727206
628	0.1769897756
629	0.1769174622
630	0.1768201334
631	0.1767168536
632	0.1766538799
633	0.1764640397
634	0.1762766585
635	0.1761278184
636	0.1760479897
637	0.1758816555
638	0.1757920687
639	0.1755555849
640	0.1754208973
641	0.1753182748
642	0.1752500469
643	0.1751346185
644	0.1750577311
645	0.1749354752
646	0.1748540534
647	0.1747747999
648	0.1746014997
649	0.1745231425
650	0.1744691326
651	0.1743834427
652	0.1742755599
653	0.1741102467
654	0.1739894302
655	0.1737467139
656	0.1736531906
657	0.1735268309
658	0.1734698265
659	0.1733405756
660	0.173243606
661	0.1731929406
662	0.1731460854
663	0.1730215516
664	0.1728679777
665	0.1728101014
666	0.1727227027
667	0.172653994
668	0.1725991458
669	0.1724377569
670	0.1723271139
671	0.1722763421
672	0.1722064922
673	0.1721187724
674	0.1720688557
675	0.1719319344
676	0.171842728
677	0.1717328945
678	0.1716690368
679	0.1716075801
680	0.1713984641
681	0.1713293568
682	0.1712383412
683	0.1711512498
684	0.1710825777
685	0.1709251313
686	0.170727648
687	0.1706131036
688	0.1705108189
689	0.1704296527
690	0.1703503536
691	0.1702006796
692	0.1700815688
693	0.1699714904
694	0.1698590885
695	0.1698080792
696	0.1697586814
697	0.1696855175
698	0.1696189345
699	0.1695670229
700	0.1694939731
701	0.1694521271
702	0.1693097127
703	0.1692383519
704	0.1691755607
705	0.1691229356
706	0.1689680227
707	0.168923176
708	0.1687720686
709	0.1686611274
710	0.1685957694
711	0.1685156486
712	0.1684006675
713	0.1683493128
714	0.1682523325
715	0.1682067357
716	0.168105863
717	0.1680445799
718	0.16794373
719	0.1677694028
720	0.1676815552
721	0.1676354182
722	0.1674178983
723	0.1673481245
724	0.167299136
725	0.1672305612
726	0.1671033676
727	0.1669709274
728	0.1668055808
729	0.1667056789
730	0.1666002338
731	0.1665415161
732	0.1664528727
733	0.1664049006
734	0.1663468463
735	0.166253107
736	0.1661141909
737	0.1659873807
738	0.1659401101
739	0.165883121
740	0.1658272456
741	0.1657863947
742	0.1657033189
743	0.1655848655
744	0.1655113941
745	0.1654298734
746	0.1653583452
747	0.1652881773
748	0.1652383686
749	0.1651270257
750	0.1649239673
751	0.1648615064
752	0.1647609822
753	0.1646936916
754	0.1645895901
755	0.1645032961
756	0.1644720055
757	0.1644335193
758	0.1643911194
759	0.1642698007
760	0.1641547238
761	0.164080058
762	0.1639815179
763	0.1638705752
764	0.1638014131
765	0.1635312254
766	0.1634703211
767	0.1634016703
768	0.1633509091
769	0.1632942653
770	0.1632608901
771	0.1631472785
772	0.1631078138
773	0.1630666312
774	0.163025654
775	0.1628816344
776	0.1627502487
777	0.1626172349
778	0.1625839404
779	0.1625359196
780	0.1624939336
781	0.1624375774
782	0.1623623608
783	0.1622624194
784	0.1621689038
785	0.1620998877
786	0.1620241279
787	0.1619782845
788	0.1619440922
789	0.1618459722
790	0.1617815454
791	0.1616575213
792	0.1616214148
793	0.1615722878
794	0.1613860646
795	0.161338482
796	0.1613025825
797	0.1611242823
798	0.1610828258
799	0.1610544811
800	0.160958575
801	0.1609261737
802	0.1607368752
803	0.1606755129
804	0.1605886711
805	0.1604924592
806	0.1604448021
807	0.1604076883
808	0.1602311349
809	0.1601624354
810	0.1601308055
811	0.1600926448
812	0.1600402966
813	0.1599931751
814	0.1599406245
815	0.1598490794
816	0.1596465961
817	0.1596136059
818	0.1595754361
819	0.1595373895
820	0.1595012968
821	0.1593670413
822	0.1593341546
823	0.1592782519
824	0.1591746829
825	0.1589945674
826	0.1589630638
827	0.1589005755
828	0.1588552967
829	0.1588084887
830	0.1587441395
831	0.1587046748
832	0.1586115776
833	0.158549386
834	0.1584949653
835	0.158460595
836	0.1583576103
837	0.1583087892
838	0.1582193713
839	0.1581847043
840	0.1581497375
841	0.1579742706
842	0.1578809801
843	0.1578478286
844	0.1577862077
845	0.1577480302
846	0.1576618838
847	0.1575883957
848	0.1575475525
849	0.1575219117
850	0.1574886628
851	0.1574136637
852	0.1573537698
853	0.1573207461
854	0.1572857793
855	0.1572098871
856	0.1571826714
857	0.1571463747
858	0.1571129143
859	0.1570804567
860	0.1570415109
861	0.1570135481
862	0.1568972706
863	0.1568264286
864	0.1567357843
865	0.1566919632
866	0.1566519461
867	0.1565489113
868	0.156517677
869	0.1564834908
870	0.1564520618
871	0.1563649811
872	0.1562997219
873	0.1562673404
874	0.1562278528
875	0.1561858744
876	0.1561084317
877	0.1560285102
878	0.1559079767
879	0.1558418943
880	0.1558086805
881	0.1557757374
882	0.1556810319
883	0.1556512903
884	0.1556083487
885	0.1555581688
886	0.155506446
887	0.1554815158
888	0.1554504169
889	0.155415759
890	0.1553294376
891	0.1552672384
892	0.1552098673
893	0.1551568009
894	0.1551252638
895	0.1550890021
896	0.1550093971
897	0.1549847119
898	0.1549050506
899	0.1548723282
900	0.1548267862
901	0.1546462005
902	0.1546043941
903	0.1545721692
904	0.1545045181
905	0.1544612706
906	0.1543687182
907	0.1543411982
908	0.1542188951
909	0.1541821161
910	0.1541538718
911	0.1541241424
912	0.1541004645
913	0.1540108914
914	0.1539700116
915	0.1539236768
916	0.1538987405
917	0.1538727589
918	0.1538477754
919	0.1537360962
920	0.1535738659
921	0.153487686
922	0.153461187
923	0.1534387264
924	0.1533301315
925	0.1532944191
926	0.1532496166
927	0.1531812518
928	0.1530620771
929	0.1530221742
930	0.1529725147
931	0.152932843
932	0.1528809315
933	0.1528590795
934	0.1528291006
935	0.1527510964
936	0.1526764001
937	0.1526487386
938	0.1526159706
939	0.1524658249
940	0.1523939817
941	0.1523661011
942	0.1522258048
943	0.1521340862
944	0.1520348097
945	0.1520087414
946	0.1519778251
947	0.151945261
948	0.151904547
949	0.1518315215
950	0.1517660858
951	0.1517228612
952	0.1516236837
953	0.1515944336
954	0.1515168067
955	0.1514873923
956	0.1514285133
957	0.1513538505
958	0.1512903488
959	0.1512114681
960	0.1511401696
961	0.1510909103
962	0.1510606286
963	0.1510046148
964	0.1509706446
965	0.1509382494
966	0.1509119467
967	0.1508649028
968	0.1508193927
969	0.1507913325
970	0.1507697027
971	0.1506669829
972	0.1506430767
973	0.1504732367
974	0.1504526644
975	0.1503939802
976	0.1503363474
977	0.150315807
978	0.1502417909
979	0.1502070889
980	0.1501795933
981	0.1500237674
982	0.149982107
983	0.1499521113
984	0.1498969085
985	0.149870443
986	0.1498460439
987	0.1498115199
988	0.1497198469
989	0.1496978489
990	0.1496583796
991	0.1495990106
992	0.1495494546
993	0.1495270883
994	0.1495077105
995	0.1494315444
996	0.1494051169
997	0.1493554939
998	0.1492985412
999	0.1492726615
